Date,Open,High,Low,Close,Adj Close,Volume
2016-06-02,17789.05078,17838.56055,17703.55078,17838.56055,17838.56055,75560000
2016-06-03,17799.80078,17833.16992,17689.67969,17807.06055,17807.06055,82270000
2016-06-06,17825.68945,17949.67969,17822.81055,17920.33008,17920.33008,71870000
2016-06-07,17936.2207,18003.23047,17936.2207,17938.2793,17938.2793,78750000
2016-06-08,17931.91016,18016,17931.91016,18005.05078,18005.05078,71260000
2016-06-09,17969.98047,18005.2207,17915.88086,17985.18945,17985.18945,69690000
2016-06-10,17938.82031,17938.82031,17812.33984,17865.33984,17865.33984,90540000
2016-06-13,17830.5,17893.2793,17731.34961,17732.48047,17732.48047,101690000
2016-06-14,17710.76953,17733.91992,17595.78906,17674.82031,17674.82031,93740000
2016-06-15,17703.65039,17762.96094,17629.00977,17640.16992,17640.16992,94130000
2016-06-16,17602.23047,17754.91016,17471.28906,17733.09961,17733.09961,91950000
2016-06-17,17733.43945,17733.43945,17602.7793,17675.16016,17675.16016,248680000
2016-06-20,17736.86914,17946.35938,17736.86914,17804.86914,17804.86914,99380000
2016-06-21,17827.33008,17877.83984,17799.80078,17829.73047,17829.73047,85130000
2016-06-22,17832.66992,17920.16016,17770.35938,17780.83008,17780.83008,89440000
2016-06-23,17844.10938,18011.07031,17844.10938,18011.07031,18011.07031,98070000
2016-06-24,17946.63086,17946.63086,17356.33984,17400.75,17400.75,239000000
2016-06-27,17355.21094,17355.21094,17063.08008,17140.24023,17140.24023,138740000
2016-06-28,17190.50977,17409.7207,17190.50977,17409.7207,17409.7207,112190000
2016-06-29,17456.01953,17704.50977,17456.01953,17694.67969,17694.67969,106380000
2016-06-30,17712.75977,17930.60938,17711.80078,17929.99023,17929.99023,133030000
2016-07-01,17924.24023,18002.38086,17916.91016,17949.36914,17949.36914,82160000
2016-07-05,17904.44922,17904.44922,17785.2793,17840.61914,17840.61914,103650000
2016-07-06,17807.4707,17926.91016,17713.44922,17918.61914,17918.61914,93000000
2016-07-07,17924.24023,17984.94922,17816.65039,17895.88086,17895.88086,81570000
2016-07-08,17971.2207,18166.76953,17971.2207,18146.74023,18146.74023,93460000
2016-07-11,18161.5293,18283.90039,18161.5293,18226.92969,18226.92969,80880000
2016-07-12,18259.11914,18371.94922,18259.11914,18347.66992,18347.66992,90170000
2016-07-13,18356.7793,18390.16016,18315.75977,18372.11914,18372.11914,80920000
2016-07-14,18414.30078,18537.57031,18414.30078,18506.41016,18506.41016,87050000
2016-07-15,18508.88086,18557.42969,18471.61914,18516.55078,18516.55078,123690000
2016-07-18,18521.55078,18556.13086,18489.83984,18533.05078,18533.05078,75540000
2016-07-19,18503.11914,18562.5293,18495.10938,18559.00977,18559.00977,85840000
2016-07-20,18582.69922,18622.00977,18555.65039,18595.0293,18595.0293,93230000
2016-07-21,18589.96094,18590.43945,18469.66992,18517.23047,18517.23047,86800000
2016-07-22,18524.15039,18571.30078,18491.58984,18570.84961,18570.84961,87710000
2016-07-25,18554.49023,18555.68945,18452.61914,18493.06055,18493.06055,76810000
2016-07-26,18497.36914,18522.4707,18387.2207,18473.75,18473.75,85370000
2016-07-27,18473.26953,18542.39063,18430.93945,18472.16992,18472.16992,111370000
2016-07-28,18461.00977,18483.25977,18368.82031,18456.34961,18456.34961,85750000
2016-07-29,18442.51953,18466.55078,18371.11914,18432.24023,18432.24023,111550000
2016-08-01,18434.5,18467.0293,18355.75,18404.50977,18404.50977,83470000
2016-08-02,18401.15039,18403.65039,18247.78906,18313.76953,18313.76953,89680000
2016-08-03,18313.08008,18355,18283.23047,18355,18355,78550000
2016-08-04,18351.42969,18397.86914,18325.16992,18352.05078,18352.05078,64500000
2016-08-05,18402.80078,18543.5293,18402.80078,18543.5293,18543.5293,92420000
2016-08-08,18541.89063,18569.31055,18502.0293,18529.28906,18529.28906,71810000
2016-08-09,18538.05078,18585.32031,18507.75,18533.05078,18533.05078,60090000
2016-08-10,18541.48047,18561.75,18468.7793,18495.66016,18495.66016,62780000
2016-08-11,18519.08008,18638.33984,18519.08008,18613.51953,18613.51953,71470000
2016-08-12,18595.65039,18606.06055,18535.85938,18576.4707,18576.4707,61580000
2016-08-15,18588.58984,18722.60938,18559.92969,18636.05078,18636.05078,62350000
2016-08-16,18614.48047,18614.85938,18550.65039,18552.01953,18552.01953,67570000
2016-08-17,18537.08984,18582.34961,18468.67969,18573.93945,18573.93945,71000000
2016-08-18,18566.53906,18600.82031,18533.28906,18597.69922,18597.69922,70740000
2016-08-19,18585.16992,18585.16992,18491.24023,18552.57031,18552.57031,93170000
2016-08-22,18535.85938,18570.91992,18466.85938,18529.41992,18529.41992,73450000
2016-08-23,18568.93945,18631.59961,18545.51953,18547.30078,18547.30078,73990000
2016-08-24,18537.5,18539.15039,18448.26953,18481.48047,18481.48047,72270000
2016-08-25,18471.21094,18497.67969,18431.46094,18448.41016,18448.41016,64480000
2016-08-26,18467.91992,18572.08984,18335.33984,18395.40039,18395.40039,78730000
2016-08-29,18421.28906,18523.08984,18419.91992,18502.99023,18502.99023,64480000
2016-08-30,18491.2793,18514.28906,18408.51953,18454.30078,18454.30078,68920000
2016-08-31,18436.69922,18439.67969,18333.56055,18400.88086,18400.88086,98250000
2016-09-01,18396.57031,18430.05078,18295.48047,18419.30078,18419.30078,74780000
2016-09-02,18466.00977,18544.75977,18439.09961,18491.96094,18491.96094,74350000
2016-09-06,18493.40039,18551.53906,18450.32031,18538.11914,18538.11914,83710000
2016-09-07,18527.71094,18536.89063,18474.76953,18526.14063,18526.14063,67570000
2016-09-08,18486.68945,18506.24023,18446.68945,18479.91016,18479.91016,79060000
2016-09-09,18404.16992,18404.16992,18085.44922,18085.44922,18085.44922,120670000
2016-09-12,18028.94922,18358.68945,17994.83984,18325.07031,18325.07031,103260000
2016-09-13,18262.99023,18262.99023,18028.06055,18066.75,18066.75,102830000
2016-09-14,18073.39063,18163.48047,17992.21094,18034.76953,18034.76953,103360000
2016-09-15,18024.91016,18250.10938,18015.49023,18212.48047,18212.48047,99550000
2016-09-16,18217.21094,18217.21094,18070.21094,18123.80078,18123.80078,278510000
2016-09-19,18154.82031,18254.88086,18093.05078,18120.16992,18120.16992,78090000
2016-09-20,18175.35938,18227.21094,18128.80078,18129.96094,18129.96094,72450000
2016-09-21,18164.96094,18307.42969,18121.57031,18293.69922,18293.69922,94090000
2016-09-22,18343.75977,18449.88086,18343.75977,18392.46094,18392.46094,73030000
2016-09-23,18377.35938,18383.75977,18254.83984,18261.44922,18261.44922,87170000
2016-09-26,18217.75977,18217.75977,18083.32031,18094.83008,18094.83008,95510000
2016-09-27,18099.21094,18238.09961,18052.16016,18228.30078,18228.30078,84130000
2016-09-28,18240.2207,18349.85938,18179.33984,18339.24023,18339.24023,97650000
2016-09-29,18322.88086,18366.23047,18091.64063,18143.44922,18143.44922,95880000
2016-09-30,18181.80078,18369.61914,18181.80078,18308.15039,18308.15039,135470000
2016-10-03,18279.59961,18279.80078,18203.75,18253.84961,18253.84961,68520000
2016-10-04,18267.67969,18313.76953,18116.25977,18168.44922,18168.44922,79710000
2016-10-05,18205.5,18315.82031,18205.5,18281.0293,18281.0293,76190000
2016-10-06,18280.41992,18288.11914,18162.9707,18268.5,18268.5,78660000
2016-10-07,18295.34961,18319.73047,18149.34961,18240.49023,18240.49023,82680000
2016-10-10,18282.94922,18399.96094,18282.94922,18329.03906,18329.03906,72110000
2016-10-11,18308.42969,18312.33008,18061.96094,18128.66016,18128.66016,88610000
2016-10-12,18132.63086,18193.96094,18082.08984,18144.19922,18144.19922,72230000
2016-10-13,18088.32031,18137.69922,17959.94922,18098.93945,18098.93945,83160000
2016-10-14,18177.34961,18261.10938,18138.38086,18138.38086,18138.38086,87050000
2016-10-17,18135.84961,18162.2793,18063.01953,18086.40039,18086.40039,75960000
2016-10-18,18145.06055,18225.80078,18129.44922,18161.93945,18161.93945,74600000
2016-10-19,18178.21094,18252.19922,18169.25,18202.61914,18202.61914,88040000
2016-10-20,18161.86914,18249.05078,18129.07031,18162.34961,18162.34961,88830000
2016-10-21,18152.63086,18168.75977,18049.76953,18145.71094,18145.71094,117810000
2016-10-24,18197.14063,18275.03906,18191.17969,18223.0293,18223.0293,88540000
2016-10-25,18206.51953,18241.68945,18151.69922,18169.26953,18169.26953,83190000
2016-10-26,18103.80078,18236.03906,18062.30078,18199.33008,18199.33008,86340000
2016-10-27,18234.81055,18253.19922,18149.19922,18169.67969,18169.67969,83530000
2016-10-28,18193.78906,18257.06055,18094.9707,18161.18945,18161.18945,107850000
2016-10-31,18176.59961,18193.67969,18130.58008,18142.41992,18142.41992,110080000
2016-11-01,18158.24023,18177.00977,17940.83984,18037.09961,18037.09961,101280000
2016-11-02,18017.7207,18044.15039,17931.89063,17959.64063,17959.64063,88610000
2016-11-03,17978.75,18006.96094,17904.07031,17930.66992,17930.66992,77860000
2016-11-04,17928.34961,17986.75977,17883.56055,17888.2793,17888.2793,97760000
2016-11-07,17994.64063,18263.30078,17994.64063,18259.59961,18259.59961,93450000
2016-11-08,18251.38086,18400.5,18200.75,18332.74023,18332.74023,79820000
2016-11-09,18317.25977,18650.06055,18252.55078,18589.68945,18589.68945,173110000
2016-11-10,18603.14063,18873.66016,18603.14063,18807.88086,18807.88086,164390000
2016-11-11,18781.65039,18855.7793,18736.96094,18847.66016,18847.66016,107300000
2016-11-14,18876.76953,18934.05078,18815.75,18868.68945,18868.68945,112250000
2016-11-15,18858.21094,18925.25977,18806.06055,18923.06055,18923.06055,100660000
2016-11-16,18909.84961,18909.84961,18825.89063,18868.14063,18868.14063,87320000
2016-11-17,18866.2207,18904.0293,18845.26953,18903.82031,18903.82031,89940000
2016-11-18,18905.33008,18915.74023,18853.83008,18867.92969,18867.92969,109880000
2016-11-21,18898.67969,18960.75977,18883.09961,18956.68945,18956.68945,80520000
2016-11-22,18970.39063,19043.90039,18962.82031,19023.86914,19023.86914,85310000
2016-11-23,19015.51953,19083.75977,19000.38086,19083.17969,19083.17969,77880000
2016-11-25,19093.7207,19152.14063,19093.7207,19152.14063,19152.14063,45890000
2016-11-28,19122.14063,19138.7207,19072.25,19097.90039,19097.90039,88460000
2016-11-29,19064.07031,19144.40039,19062.2207,19121.59961,19121.59961,81510000
2016-11-30,19135.64063,19225.28906,19123.38086,19123.58008,19123.58008,164570000
2016-12-01,19149.19922,19214.30078,19138.78906,19191.92969,19191.92969,108800000
2016-12-02,19161.25,19196.14063,19141.17969,19170.41992,19170.41992,84920000
2016-12-05,19244.34961,19274.84961,19186.73047,19216.24023,19216.24023,317800000
2016-12-06,19219.91016,19255.89063,19184.74023,19251.7793,19251.7793,284960000
2016-12-07,19241.99023,19558.41992,19229.83008,19549.61914,19549.61914,385200000
2016-12-08,19559.93945,19664.9707,19527.83008,19614.81055,19614.81055,324570000
2016-12-09,19631.34961,19757.74023,19623.18945,19756.84961,19756.84961,334470000
2016-12-12,19770.19922,19824.58984,19747.74023,19796.42969,19796.42969,333660000
2016-12-13,19852.21094,19953.75,19846.44922,19911.21094,19911.21094,388420000
2016-12-14,19876.13086,19966.42969,19748.66992,19792.5293,19792.5293,408430000
2016-12-15,19811.5,19951.28906,19811.5,19852.24023,19852.24023,357350000
2016-12-16,19909.00977,19923.16992,19821,19843.41016,19843.41016,573470000
2016-12-19,19836.66016,19917.7793,19832.94922,19883.06055,19883.06055,302310000
2016-12-20,19920.58984,19987.63086,19920.41992,19974.61914,19974.61914,284080000
2016-12-21,19968.9707,19986.56055,19941.96094,19941.96094,19941.96094,256640000
2016-12-22,19922.67969,19933.83008,19882.18945,19918.88086,19918.88086,258290000
2016-12-23,19908.60938,19934.15039,19899.06055,19933.81055,19933.81055,158260000
2016-12-27,19943.46094,19980.24023,19939.80078,19945.03906,19945.03906,158540000
2016-12-28,19964.31055,19981.10938,19827.31055,19833.67969,19833.67969,188350000
2016-12-29,19835.46094,19878.43945,19788.93945,19819.7793,19819.7793,172040000
2016-12-30,19833.16992,19852.55078,19718.66992,19762.59961,19762.59961,271910000
2017-01-03,19872.85938,19938.5293,19775.92969,19881.75977,19881.75977,339180000
2017-01-04,19890.93945,19956.14063,19878.83008,19942.16016,19942.16016,280010000
2017-01-05,19924.56055,19948.59961,19811.11914,19899.28906,19899.28906,269920000
2017-01-06,19906.96094,19999.63086,19834.08008,19963.80078,19963.80078,277700000
2017-01-09,19931.41016,19943.7793,19887.38086,19887.38086,19887.38086,287060000
2017-01-10,19876.34961,19957.11914,19836.0293,19855.5293,19855.5293,299410000
2017-01-11,19887.38086,19973.41992,19833.16016,19954.2793,19954.2793,336150000
2017-01-12,19926.21094,19929.28906,19770.4707,19891,19891,306290000
2017-01-13,19912.53906,19952.0293,19849.38086,19885.73047,19885.73047,263780000
2017-01-17,19848.82031,19882.99023,19775.34961,19826.76953,19826.76953,341900000
2017-01-18,19822.73047,19828.19922,19739,19804.7207,19804.7207,279760000
2017-01-19,19813.55078,19824.14063,19677.93945,19732.40039,19732.40039,301750000
2017-01-20,19795.06055,19843.93945,19759.14063,19827.25,19827.25,435260000
2017-01-23,19794.78906,19833.98047,19732.35938,19799.84961,19799.84961,326690000
2017-01-24,19794.67969,19949.24023,19786.71094,19912.71094,19912.71094,374460000
2017-01-25,19994.48047,20082,19994.48047,20068.50977,20068.50977,372240000
2017-01-26,20076.25,20125.58008,20067.5293,20100.91016,20100.91016,356730000
2017-01-27,20103.35938,20115.9707,20072.64063,20093.7793,20093.7793,343130000
2017-01-30,20028.61914,20028.61914,19870.39063,19971.13086,19971.13086,317280000
2017-01-31,19913.16016,19918.16992,19784.76953,19864.08984,19864.08984,373750000
2017-02-01,19923.81055,19967.73047,19845.99023,19890.93945,19890.93945,426670000
2017-02-02,19858.33984,19922.75,19831.08984,19884.91016,19884.91016,347220000
2017-02-03,19964.21094,20081.48047,19964.21094,20071.46094,20071.46094,344220000
2017-02-06,20025.60938,20094.94922,20002.81055,20052.41992,20052.41992,281720000
2017-02-07,20107.61914,20155.34961,20068.67969,20090.28906,20090.28906,279670000
2017-02-08,20049.28906,20068.2793,20015.33008,20054.33984,20054.33984,280410000
2017-02-09,20061.73047,20206.35938,20061.73047,20172.40039,20172.40039,325310000
2017-02-10,20211.23047,20298.21094,20204.75977,20269.36914,20269.36914,312230000
2017-02-13,20338.53906,20441.48047,20322.94922,20412.16016,20412.16016,314620000
2017-02-14,20374.2207,20504.41016,20374.01953,20504.41016,20504.41016,356580000
2017-02-15,20504.26953,20620.44922,20496.0293,20611.85938,20611.85938,384380000
2017-02-16,20627.31055,20639.86914,20556.83008,20619.76953,20619.76953,354120000
2017-02-17,20564.13086,20624.05078,20532.60938,20624.05078,20624.05078,340620000
2017-02-21,20663.42969,20757.64063,20663.36914,20743,20743,336880000
2017-02-22,20715.41016,20781.58984,20692.39063,20775.59961,20775.59961,310530000
2017-02-23,20817.21094,20840.69922,20746.41016,20810.32031,20810.32031,302110000
2017-02-24,20751.91016,20821.75977,20733.94922,20821.75977,20821.75977,292540000
2017-02-27,20808.71094,20851.33008,20774.75977,20837.43945,20837.43945,256540000
2017-02-28,20833.88086,20841.24023,20781.21094,20812.24023,20812.24023,339210000
2017-03-01,20957.28906,21169.10938,20957.28906,21115.55078,21115.55078,392820000
2017-03-02,21128.91016,21129.19922,20996.60938,21002.9707,21002.9707,319910000
2017-03-03,21008.75,21039.96094,20953.85938,21005.71094,21005.71094,254420000
2017-03-06,20955.71094,20986.42969,20912.10938,20954.33984,20954.33984,266620000
2017-03-07,20934.89063,20970.53906,20901.25977,20924.75977,20924.75977,274630000
2017-03-08,20940.43945,20951.43945,20835.58008,20855.73047,20855.73047,296780000
2017-03-09,20864.32031,20900.57031,20777.16016,20858.18945,20858.18945,275960000
2017-03-10,20919.00977,20940.28906,20827.66016,20902.98047,20902.98047,315430000
2017-03-13,20899.2793,20926.06055,20845.71094,20881.48047,20881.48047,289260000
2017-03-14,20848.59961,20874,20786.31055,20837.36914,20837.36914,246820000
2017-03-15,20874.7793,20977.4707,20859.59961,20950.09961,20950.09961,306590000
2017-03-16,20969.26953,21000.10938,20893.5,20934.55078,20934.55078,264360000
2017-03-17,20965.36914,20980.50977,20911.07031,20914.61914,20914.61914,535280000
2017-03-20,20916.26953,20955.44922,20885.69922,20905.85938,20905.85938,253610000
2017-03-21,20956.33008,20970.03906,20653.25977,20668.00977,20668.00977,369320000
2017-03-22,20640.41992,20686.21094,20578.94922,20661.30078,20661.30078,325090000
2017-03-23,20645.07031,20757.89063,20618.61914,20656.58008,20656.58008,280050000
2017-03-24,20674.44922,20718.33008,20529.66992,20596.7207,20596.7207,292980000
2017-03-27,20488.34961,20578.46094,20412.80078,20550.98047,20550.98047,269380000
2017-03-28,20542.14063,20735.60938,20520.09961,20701.5,20701.5,299670000
2017-03-29,20675.75,20684.73047,20625.0293,20659.32031,20659.32031,238320000
2017-03-30,20662.78906,20753.7793,20643.59961,20728.49023,20728.49023,270900000
2017-03-31,20700.33984,20722.58984,20660.67969,20663.2207,20663.2207,303770000
2017-04-03,20665.16992,20692.33984,20517.82031,20650.21094,20650.21094,285670000
2017-04-04,20634.93945,20701.28906,20605.30078,20689.24023,20689.24023,237390000
2017-04-05,20745.06055,20887.5,20639.55078,20648.15039,20648.15039,284980000
2017-04-06,20653.76953,20746.46094,20612.16992,20662.94922,20662.94922,251720000
2017-04-07,20647.81055,20726.07031,20606.94922,20656.09961,20656.09961,219730000
2017-04-10,20668.2207,20750.33008,20614.85938,20658.01953,20658.01953,230480000
2017-04-11,20644.32031,20660.0293,20512.56055,20651.30078,20651.30078,255120000
2017-04-12,20637.94922,20642.53906,20553.0293,20591.85938,20591.85938,267670000
2017-04-13,20561.68945,20612.26953,20453.25,20453.25,20453.25,235810000
2017-04-17,20484.75,20644.41016,20484.75,20636.91992,20636.91992,229240000
2017-04-18,20561.39063,20600.11914,20462.2793,20523.2793,20523.2793,263180000
2017-04-19,20503.51953,20546.68945,20379.55078,20404.49023,20404.49023,294790000
2017-04-20,20406.67969,20629.7793,20406.67969,20578.71094,20578.71094,312440000
2017-04-21,20578.09961,20601.40039,20505.33008,20547.75977,20547.75977,369600000
2017-04-24,20723.58984,20792.19922,20723.58984,20763.89063,20763.89063,342400000
2017-04-25,20915.50977,21026.9707,20909.38086,20996.11914,20996.11914,348180000
2017-04-26,21009.94922,21070.90039,20972.26953,20975.08984,20975.08984,328550000
2017-04-27,20991.11914,21005.80078,20935.80078,20981.33008,20981.33008,305690000
2017-04-28,20987.39063,20987.75977,20926.75,20940.50977,20940.50977,329990000
2017-05-01,20962.73047,20976.61914,20898.38086,20913.46094,20913.46094,288160000
2017-05-02,20941.18945,20960.91992,20904.06055,20949.89063,20949.89063,338810000
2017-05-03,20915,20972.74023,20874.17969,20957.90039,20957.90039,310920000
2017-05-04,20987.83008,20990.78906,20847.94922,20951.4707,20951.4707,274720000
2017-05-05,20929.03906,21006.93945,20905,21006.93945,21006.93945,260960000
2017-05-08,20991.25977,21017.89063,20971.05078,21012.2793,21012.2793,276150000
2017-05-09,21022.2793,21046.84961,20938.03906,20975.7793,20975.7793,273000000
2017-05-10,20958.49023,20976.2793,20884.15039,20943.10938,20943.10938,283340000
2017-05-11,20925.7207,20933.35938,20798.90039,20919.41992,20919.41992,287680000
